establishment_name,address,city,state_zip,yelp_id
RHINO BAR & PUMP HOUSE(n),3295 M ST NW,WASHINGTON, DC 20008,georgetown-cupcake-washington
STARBUCKS,3000 CONNECTICUT AVE NW,Washington, DC 20008,starbucks-washington-36
SIAM,3520 CONNECTICUT AVE NW,Washington, DC 20008,siam-house-thai-restaurant-washington
STARBUCKS,4250 CONNECTICUT AVE NW,Washington, DC 20008,firehook-bakery-and-coffee-house-washington-2
TASTE OF INDIA,2621 CONNECTICUT AVE NW,Washington, DC 20008,taste-of-india-washington
TERASOL  RESTAURANT,5010 CONNECTICUT AVE NW,WASHINGTON, DC 20008,jakes-american-grille-washington
THE KENNEDY WARREN STORE,3133 CONNECTICUT AVE NW,WASHINGTON, DC 20008,kennedy-warren-apartments-washington
TONO SUSHI,2605 CONNECTICUT AVE NW,Washington, DC 20008,tono-sushi-washington
The Kennedy Warren Salon,3133 CONNECTICUT AVE NW STE 204,WASHINGTON, DC 20008,kennedy-warren-apartments-washington
THE OVAL ROOM,800 CONNECTICUT AVE NW,Washington, DC 20008,the-oval-room-washington-2
THE UPTOWN TAP HOUSE(n),3412 CONNECTICUT AVE NW,WASHINGTON, DC 20008,spices-asian-restaurant-and-sushi-bar-washington
UNIVERSAL HAIR SALON,1648 Columbia RD NW,WASHINGTON, DC 20008,universal-hair-salon-washington
UPTOWN TAP HOUSE (n),3412 CONNECTICUT AVE NW,Washington, DC 20008,spices-asian-restaurant-and-sushi-bar-washington
VACE ITALIAN DELI,3315 CONNECTICUT AVE NW,Washington, DC 20008,vace-washington
WALGREENS,4225 CONNECTICUT AVE NW,Washington, DC 20008,walgreens-washington-3
WASHINGTON INTERNATIONAL SCHOOL,3100 MACOMB ST NW,WASHINGTON, DC 20008,washington-international-school-washington
WOODLEY CAFE,2619 CONNECTICUT AVE NW,WASHINGTON, DC 20008,woodley-cafe-washington
WOODLEY PARK ACE HARDWARE,2616 CONNECTICUT AVE NW,Washington, DC 20008,woodley-park-ace-hardware-washington
Watergate East Pool,2500 VIRGINIA AVE NW,Washington, DC 20008,ancora-washington
A SLICE OF ITALY,1331 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,a-slice-of-italy-pizzeria-washington
AARP,601 E ST NW,Washington, DC 20004,aarp-washington-2
ARIA TRATTORIA RESTAURANT,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,aria-pizzeria-and-bar-washington-3
SOLLY'S U STREET TAVERN,1102 U ST NW,Washington, DC 20009,vinoteca-washington
ARIEL RIOS SNACK BAR,1200 PENNSYLVANIA AVE NW STE 7207,Washington, DC 20004,oyamel-washington
AU BON PAIN,1299 PENNSYLVANIA AVE NW,Washington, DC 20004,au-bon-pain-washington-18
AU BON PAIN,601 INDIANA AVE NW,Washington, DC 20004,au-bon-pain-washington-9
AZUR,405 8TH ST NW,WASHINGTON, DC 20004,azur-washington
RIGGS LIQUOR,5581 SOUTH DAKOTA AVE NE,Washington, DC 20011,tick-tock-liquors-hyattsville
BASSETT'S ORIGINAL TURKEY,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,bassetts-original-turkey-washington
BASIS WASHINGTON DC,410 8TH ST NW,WASHINGTON, DC 20004,minibar-washington
JAKE'S AMERICAN GRILL (n),5018 CONNECTICUT AVE NW,Washington, DC 20008,jakes-american-grille-washington
CAFE PHILLIPS,640 MASSACHUSETTS AVE NW,Washington, DC 20004,phillips-cafe-washington
BISTRO D' OC,518 10TH ST NW,Washington, DC 20004,bistro-d-oc-washington
CHICKEN JOY,1100 PENNSYLVANIA AVE NW,Washington, DC 20004,elephant-and-castle-washington
CHOP'T CREATIVE SALAD COMPANY,801 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,chopt-creative-salad-company-washington-11
CITY CLUB OF WASHINGTON(002),555 13TH ST NW,Washington, DC 20004,verizon-center-washington
COCO SALA,927 F ST NW,Washington, DC 20004,co-co-sala-washington
BAGEL EXPRESS,1100 PENNSYLVANIA AVE NW,Washington, DC 20004,bagel-express-washington
MCDONALDS AT THE ZOO,2616 CONNECTICUT AVE NW,Washington, DC 20008,medaterra-washington
COSI (003),601 PENNSYLVANIA AVE NW,Washington, DC 20004,courtyard-washington-dc-dupont-circle-washington
CROWELL & MORING CAFE,1001 PENNSYLVANIA AVE NW,Washington, DC 20004,crowell-and-moring-washington
COSI BREAKFAST LUNCH DINNER DESSERT & CATERING,5252 WISCONSIN AVE NW,Washington, DC 20004,le-chat-noir-washington
DISTRICT CHOPHOUSE & BREWERY,509 7TH ST NW,Washington, DC 20004,district-chophouse-and-brewery-washington
CRUMBS BAKE SHOP,604 11TH ST NW,WASHINGTON, DC 20004,crumbs-bake-shop-washington
DISTRICT TACO,1309 F ST NW,WASHINGTON, DC 20004,district-taco-washington
DISTRICT OF PI,908 F ST NW,WASHINGTON, DC 20004,district-of-pi-washington
CHINATOWN MARKET,521 H ST NW,Washington, DC 20011,chinatown-market-washington
ESPRINTO CAFE,1331 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,esprinto-cafe-washington
RAINBOW MARKET,626 KENNEDY ST NW,Washington, DC 20011,takoma-park-silver-spring-food-co-op-takoma-park
ELISIR RISTORANTE,427 11TH ST NW,WASHINGTON, DC 20004,fiola-washington
RUBY TUESDAY,4200 WISCONSIN AVE NW,Washington, DC 20016,firelake-grill-washington
FINEMONDO,1319 F ST NW,Washington, DC 20004,finemondo-restaurant-washington
FIOLA,601 PENNSYLVANIA AVE NW,Washington, DC 20004,fiola-washington
GELATISSIMO,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,gelatissimo-washington
FROZENYO,1006 F ST NW,WASHINGTON, DC 20004,frozenyo-washington-2
THE BOARD ROOM-N,1737 CONNECTICUT AVE NW,Washington, DC 20009,board-room-washington
GOURMET EXPRESS,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,far-east-taco-grille-washington
GREAT WRAPS,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,central-michel-richard-washington
GEORGETOWN DELI,1100 PENNSYLVANIA AVE NW,Washington, DC 20004,the-georgetown-deli-washington
HARRIET'S RESTAURANT,432 11TH ST NW,Washington, DC 20004,harrington-hotel-washington
HARRINGTON HOTEL - HARRY'S,436 11TH ST NW,Washington, DC 20004,harrys-restaurant-washington
HILL COUNTRY BARBECUE MARKET,410 7TH ST NW,WASHINGTON, DC 20004,hill-country-bbq-market-washington
GRILLED CHEESE DC,1730 PENNSYLVANIA AVE NW,Washington, DC 20004,gcdc-grilled-cheese-bar-washington
HOTEL GEORGE,15 E ST NW,Washington, DC 20004,hotel-george-a-kimpton-hotel-washington
J.W. MARRIOTT - AVENUE GRILL - ROOM SERVICE,1331 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,the-willard-washington
HOT DOG MANIA,1100 PENNSYLVANIA AVE NW,Washington, DC 20004,the-old-post-office-pavilion-washington
INTERNATIONAL NEWS,555 13TH ST NW,Washington, DC 20004,caribou-coffee-washington-5
J.W. MARRIOTT - 1331 LOUNGE,1331 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,1331-bar-and-lounge-washington
J.W. MARRIOTT HOTEL MAIN KITCHEN/AVENUE GRILL,1331 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,the-willard-washington
EL CAMINO REAL RESTAURANT II,5217 GEORGIA AVE NW,WASHINGTON, DC 20011,springfield-mall-springfield-2
JACK'S FAMOUS DELI (2),625 INDIANA AVE NW,Washington, DC 20004,jacks-famous-deli-washington-2
JACK'S FAMOUS DELI,625 INDIANA ST NW,Washington, DC 20004,jacks-famous-deli-washington-2
LARRY'S  COOKIES & ICE CREAM,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,central-michel-richard-washington
CREATIVE MINDS INTERNATIONAL PUBLIC CHARTER SCHOOL,3224 16TH ST NW,WASHINGTON, DC 20011,ping-pong-dim-sum-washington-6
LE PAIN QUOTIDIEN,975 F ST NW,WASHINGTON, DC 20004,le-pain-quotidien-washington-7
LUKE'S LOBSTER,624 E ST NW,WASHINGTON, DC 20004,lukes-lobster-washington
MARKET TO MARKET,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,market-to-market-washington-2
MCDONALD'S,555 13TH ST NW,Washington, DC 20004,mcdonalds-washington-20
CAFE DUPONT,1500 NEW HAMPSHIRE AVE NW,Washington, DC 20036,bar-dupont-washington-2
MERZI,413 7TH ST NW,WASHINGTON, DC 20004,merzi-washington
ELEPHANT & CASTLE PUB & RESTAURANT,1201 PENNSYLVANIA AVE NW,Washington, DC 20004,del-friscos-grille-washington-3
NAAN & BEYOND,1331 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,the-shops-at-national-place-washington
NEWSTAND ONE STOP NEWS,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,busboys-and-poets-washington-2
NANCY'S FLOWER & CHOCOLATES SHOP,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,co-co-sala-washington
ONE STOP NEWS,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,the-smithsonian-institution-washington
PANDA CAFE,1100 PENNSYLVANIA AVE NW,Washington, DC 20004,panda-cafe-washington
THE BLACK SQUIRREL (n),2427 18TH ST NW,Washington, DC 20009,the-black-squirrel-washington
PITANGO GELATO,413 7th ST NW,WASHINGTON, DC 20004,pitango-gelato-washington-2
POTBELLY SANDWICH,718 14TH ST NW,Washington, DC 20004,potbelly-sandwich-shop-washington-9
POTBELLY SANDWICH WORKS,1299 PENNSYLVANIA AVE NW,Washington, DC 20004,potbelly-sandwich-shop-washington-23
QDOBA MEXICAN GRILL,555 11TH ST NW,Washington, DC 20004,qdoba-mexican-grill-washington
SO'S YOUR MOM,1831 COLUMBIA RD NW,WASHINGTON, DC 20009,astor-mediterranean-washington
QUICK PITA,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,dc-shawarma-washington
RED APRON,709 D ST NW,WASHINGTON, DC 20004,red-apron-butchery-washington-3
ROSA MEXICANO,575 7TH ST NW,Washington, DC 20004,rosa-mexicano-washington
QUIZNOS,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,14th-street-deli-washington
ROUND ROBIN & SCOTCH BAR,1401 PENNSYLVANIA AVE NW,Washington, DC 20004,pov-roof-terrace-and-lounge-washington
ROTUNDA,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,center-cafe-washington-3
METRO CARE PHARMACY,6323 GEORGIA AVE NW STE 5,WASHINGTON, DC 20011,safeway-washington-5
SAXBY'S COFFEE,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,saxbys-coffee-washington-4
SHELLY'S BACK ROOM (s),1331 F ST NW,Washington, DC 20004,shellys-back-room-washington-2
SIMPLY SMILES,333 E ST SW,Washington, DC 20004,national-air-and-space-museum-washington-3
SMOOTHIE KING,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,smoothie-king-washington
STARBUCKS COFFEE - J.W. MARRIOTT,1331 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,round-robin-bar-washington
SIGNATURE SNACK BAR,1900 E ST NW,Washington, DC 20004,tonic-at-quigleys-bar-and-restaurant-washington-2
SUBWAY,1959 E ST NW,Washington, DC 20004,subway-washington-54
TANGYSWEET/RED VELVET CUPCAKE,675 E ST NW,Washington, DC 20004,jaleo-washington
THE LOCAL VINE CELLAR WINE & SPIRITS,425 11th ST NW,WASHINGTON, DC 20004,the-local-vine-cellar-wine-and-spirits-washington-2
TOSCA RESTAURANT,1112 F ST NW,Washington, DC 20004,tosca-washington
THE GODMOTHER(n),1334 U ST NW,Washington, DC 20009,the-codmother-washington
VERIZON CENTER - Aramark STAND 413/414,601 F ST NW SPC 413/414,WASHINGTON, DC 20004,verizon-center-washington
VERIZON CENTER - Aramark STAND 416/417/418,601 F ST NW SPC 416/417/418,WASHINGTON, DC 20004,verizon-center-washington
WASHINGTON QUICK  PITA,1100 PENNSYLVANIA AVE NW,Washington, DC 20004,the-old-post-office-pavilion-washington
WEST WING CAFE,1111 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,west-wing-cafe-washington
THE FAINTING GOAT,1330 U ST NW,WASHINGTON, DC 20009,the-fainting-goat-washington
WASHINGTON WINE & LIQUOR,1200 E ST NW,Washington, DC 20004,washington-wine-and-liquor-washington
7-ELEVEN STORE #35279A,4000 GEORGIA AVE NW,Washington, DC 20011,lawrences-ii-petworth-carryout-washington
WILLIAMS & CONNOLLY,725 12TH ST NW,Washington, DC 20004,cosi-washington-2
18TH AMENDMENT (n),613 PENNSYLVANIA AVE SE,Washington, DC 20003,hanks-oyster-bar-washington-2
ACQUA AL 2,212 7TH ST SE,WASHINGTON, DC 20003,acqua-al-2-washington
AGUA 301,301 WATER ST SE,WASHINGTON, DC 20003,agua-301-washington
ALBERTS LIQUOR,328 KENTUCKY AVE SE,Washington, DC 20003,cornercopia-washington
AMERICAN LEGION,224 D ST SE,Washington, DC 20003,american-legion-post-no-8-washington
ANNIE'S PARAMOUNT STEAK HOUSE,1609 17th ST NW,WASHINGTON, DC 20003,annies-paramount-steak-house-washington
IDEAL ACADEMY PUBLIC CHARTER SCHOOL,6130 NORTH CAPITOL ST NW,WASHINGTON, DC 20011,carrols-creek-cafe-annapolis
AU BON PAIN,1001 PENNSYLVANIA AVE NW,Washington, DC 20004,west-wing-cafe-washington
PIER 2934 CAJUN SEAFOOD,2934 M ST NW,Washington, DC 20017,pier-2934-cajun-seafood-washington
BACKDOOR PUB (n),1104 8TH ST SE,Washington, DC 20003,stoneys-bar-and-grill-washington
BANANA CAFE,500 8TH ST SE,Washington, DC 20003,banana-cafe-and-piano-bar-washington
SUBWAY,501 D ST NW,Washington, DC 20004,subway-washington-64
AHIMSA FOODS,4414 Georgia AVE NW,WASHINGTON, DC 20011,adams-morgan-farmers-market-washington
BOWERS FANCY DAIRY PRODUCT,225 7TH ST SE,Washington, DC 20003,bowers-fancy-dairy-products-washington
BOX CAR TAVERN,224 7TH ST SE,Washington, DC 20003,boxcar-tavern-washington
TARA THAI,4849 MASSACHUSETTS AVE NW,Washington, DC 20016,tara-thai-washington
Nail Etc,3507 12TH ST NE,WASHINGTON, DC 20017,nails-etc-washington
BRENT ELEMENTARY SCHOOL,301 North Carolina AVE SE,WASHINGTON, DC 20003,capital-community-properties-washington
ZABB ASIAN RESTAURANT,1836 18TH ST NW,Washington, DC 20009,mum-mum-washington
BULLFEATHERS,410 1ST ST SE,Washington, DC 20003,bullfeathers-washington
CANALES QUALITY MEATS,225 7TH ST SE,Washington, DC 20003,canales-quality-meats-washington
Bubbles,205 PENNSYLVANIA AVE SE,WASHINGTON, DC 20003,bubbles-salon-washington-2
4 SEASONS CONVENIENCE STORE,4975 SOUTH DAKOTA AVE NE,Washington, DC 20011,4-seasons-convenience-washington
CAPITOL DUNKIN DONUTS BASKIN ROBBINS,801 PENNSYLVANIA AVE SE,Washington, DC 20003,the-sweet-lobby-washington
CAPITOL SUPREME MARKET,501 4TH ST SE,Washington, DC 20003,capitol-supreme-market-washington
CAPITOL HILL POULTRY,225 7TH ST SE #9-S,Washington, DC 20003,canales-delicatessen-washington
DICKSON WINE BAR  (n),903 U ST NW,WASHINGTON, DC 20004,the-brixton-washington
ELLA'S WOOD HOUSE,901 F ST NW,WASHINGTON, DC 20004,mccormick-and-schmicks-washington
CHAT'S LIQUORS,503 8TH ST SE,Washington, DC 20003,teds-bulletin-washington
FOGO DE CHAO,1101 PENNSYLVANIA AVE NW,Washington, DC 20004,fogo-de-chao-washington-d-c-washington
CONGRESS MARKET,421 EAST CAPITOL ST SE,Washington, DC 20003,riverby-books-washington
CHECKERS DRIVE-IN RESTAURANT,1401 MARYLAND AVE NE,Washington, DC 20003,checkers-washington
COSI,301 PENNSYLVANIA AVE SE,Washington, DC 20003,cosi-washington-10
CONGRESSIONAL LIQUORS OR H&J SPIRITS,404 1ST ST SE,Washington, DC 20003,good-stuff-eatery-washington
COURTYARD BY MARRIOTT CAPITAL HILL NAVY,140 L ST SE,WASHINGTON, DC 20003,courtyard-washington-capitol-hill-navy-yard-washington
CURBSIDE CUPCAKES CAFE (d),257 15TH ST SE,WASHINGTON, DC 20003,curbside-cafe-washington
CVS/PHARMACY,661 PENNSYLVANIA AVE SE,WASHINGTON, DC 20003,cvs-pharmacy-washington-64
DC3,423 8TH ST SE,Washington, DC 20003,dc-3-washington-2
DOMINO'S,900 M ST SE,WASHINGTON, DC 20003,dominos-pizza-washington-32
DEVON AND BLAKLEY,803 15TH ST NW,WASHINGTON, DC 20003,paul-bakery-and-cafe-washington-3
SAX RESTAURANT(n),734 11TH ST NW,WASHINGTON, DC 20004,sax-washington
EDIBLE ARRANGEMENTS,600 PENNSYLVANIA AVE SE,Washington, DC 20003,edible-arrangements-washington-2
EXECUTIVE DINING ROOM,1200 NEW JERSEY AVE SE,Washington, DC 20003,kruba-thai-and-sushi-washington
DOLLAR TREE,1919 MICHIGAN ST NE,WASHINGTON, DC 20017,dollar-tree-washington-3
FOLGER SHAKESPEARE MEMORIAL LIBRARY,201 EAST CAPITOL ST SE,Washington, DC 20003,folger-shakespeare-library-folger-theatre-washington
32 BELOW,703 8TH ST SE,WASHINGTON, DC 20003,32-below-washington
FRANKIE'S,1012 VERMONT AVE NW,WASHINGTON, DC 20003,frankies-washington
GOOD STUFF EATERY,303 PENNSYLVANIA AVE SE,Washington, DC 20003,good-stuff-eatery-washington
GORDON BIERSCH RESTAURANT & BREWERY,100 M ST SE,WASHINGTON, DC 20003,gordon-biersch-washington-2
GNC (GENERAL NUTRITION CENTER),1625 K ST NW,Washington, DC 20003,general-nutrition-center-arlington
GRAND CHINA CARRYOUT,1201 SOUTH CAPITOL ST SW,Washington, DC 20003,grand-china-carryout-washington-2
Hair Cafe,711 D ST SE,WASHINGTON, DC 20003,release-the-blowdry-bar-washington-3
HANK'S OYSTER BAR (n),633 PENNSYLVANIA AVE SE,Washington, DC 20003,hanks-oyster-bar-washington-2
GEORGIA AVENUE FOOD BARN,6205 GEORGIA AVE NW,Washington, DC 20011,policy-washington
77 MARKET,3653 GEORGIA AVE NW,WASHINGTON, DC 20011,yoga-district-washington-2
HARRIS TEETER,1350 POTOMAC AVE SE,WASHINGTON, DC 20003,harris-teeter-washington-2
HAWK N DOVE,329 PENNSYLVANIA AVE SE,Washington, DC 20003,hawk-n-dove-washington
HONG KONG CARRYOUT,1506 EAST CAPITOL ST NE,Washington, DC 20003,hong-kong-carryout-washington
FAIR LIQUORS,5008 1ST ST NW,Washington, DC 20011,fusion-washington
HOPE VILLAGE HALFWAY HOUSE,2912 LANGSTON PL SE,Washington, DC 20003,michael-anthony-salon-washington
HUNAN DYNASTY,215 PENNSYLVANIA AVE SE,Washington, DC 20003,hunan-dynasty-washington
JJ MUTT WINE & SPIRITS,643 PENNSYLVANIA AVE SE,Washington, DC 20003,j-j-mutts-wine-and-spirits-washington-2
JUSTIN'S CAFE,1025 1ST ST SE,WASHINGTON, DC 20003,justins-cafe-washington-2
IVY CITY MARKET,1900 CAPITOL AVE NE,WASHINGTON, DC 20003,love-night-club-washington
SUBWAY,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,subway-washington-100
KRAZE BURGERS,415 8TH ST SE,Washington, DC 20003,black-and-orange-washington
LA LOMITA RESTAURANT,1330 PENNSYLVANIA AVE SE,Washington, DC 20003,la-lomita-washington
LAVAGNA,539 8TH ST SE,Washington, DC 20003,lavagna-washington
LELE COFFEE SHOP,101 INDEPENDENCE AVE SE,Washington, DC 20003,nouvelle-salon-and-spa-mclean
KFC,220 RIGGS RD NE,WASHINGTON, DC 20011,kfc-washington-6
WAL-MART #5968,5929 GEORGIA AVE NW,WASHINGTON, DC 20011,autozone-washington-13
LIL PUB (n),655 PENNSYLVANIA AVE SE,Washington, DC 20003,hanks-oyster-bar-washington-2
LUCKY CARRYOUT,1430 PENNSYLVANIA AVE SE,Washington, DC 20003,lucky-carryout-washington
LEVI'S PORTE CAFE,1102 8TH ST SE,Washington, DC 20003,chicken-tortilla-washington
MANGIALARDO'S DELI,1317 PENNSYLVANIA AVE SE,Washington, DC 20003,mangialardo-and-sons-washington
LOLA'S,711 8TH ST SE,Washington, DC 20003,lolas-barracks-bar-and-grill-washington
MARKET LUNCH,225 7TH ST SE,Washington, DC 20003,market-lunch-washington-2
MARKET POULTRY,225 7TH ST SE,Washington, DC 20003,market-poultry-washington-2
MASSIMO HAIR SALON,323 PENNSYLVANIA AVE SE,Washington, DC 20003,massimo-hair-salon-washington
MCDONALD'S,2 I ST SE,Washington, DC 20003,mcdonalds-washington-8
DINO (n),3435 CONNECTICUT AVE NW,WASHINGTON, DC 20008,yogiberry-washington
MCGILL'S DELI,1400 INDEPENDENCE AVE SW,Washington, DC 20003,royal-farms-towson-2
CLARA BARTON CAFE,1730 E ST NW,Washington, DC 20004,clara-barton-cafe-washington
MOLLY MALONE'S,713 8TH ST SE,Washington, DC 20003,molly-malones-washington
MR HENRY'S,601 PENNSYLVANIA AVE SE,Washington, DC 20003,mr-henrys-washington
NATIONAL REPUBLICAN CLUB OF CAPITOL HILL,300 1ST ST SE,Washington, DC 20003,national-republican-club-of-capitol-hill-washington
MATCHBOX,521 8TH ST SE,Washington, DC 20003,matchbox-capitol-hill-washington
NATIONALS STADIUM # 2 - 14,1500 SOUTH CAPITOL ST SE SPC 136,Washington, DC 20003,nationals-park-washington
NATIONALS STADIUM # 2 - 25,1500 SOUTH CAPITOL ST SE SPC 129,Washington, DC 20003,leos-wings-n-pizza-washington
NATIONALS STADIUM # 2 - 54,1500 SOUTH CAPITOL ST SE SPC 110,Washington, DC 20003,safeway-washington-10
GRAND SLAM GRILL,1500 SOUTH CAPITOL ST SE SPC 141,Washington, DC 20003,nationals-park-washington
NATIONALS STADIUM # 3 - 38(SOUTH CAPITOL ST SE),1500 SOUTH CAPITOL ST SE SPC CLUB,Washington, DC 20003,matchbox-capitol-hill-washington
NATIONALS STADIUM # 2 - 65,1500 SOUTH CAPITOL ST SE SPC 106,Washington, DC 20003,capitol-skyline-hotel-washington
NATIONALS STADIUM # 3 - 26 (ANACOSTIA STATION),1500 SOUTH CAPITOL ST SE SPC CLUB,Washington, DC 20003,rock-and-roll-hotel-washington-2
NATIONALS STADIUM (EL VERANO),1500 SOUTH CAPITOL ST SE,WASHINGTON, DC 20003,el-verano-taqueria-washington
HOWARD UNIVERSITY LAW SCHOOL CAFETERIA,2900 VAN NESS ST NW,Washington, DC 20008,open-city-washington
NATIONALS STADIUM # 5 - 58,1500 SOUTH CAPITOL ST SE SPC 301,Washington, DC 20003,capitol-skyline-hotel-washington
NATIONALS STADIUM # 2 - 45,1500 SOUTH CAPITOL ST SE SPC 115,Washington, DC 20003,nationals-park-washington
NATIONALS STADIUM - MAIN KITCHEN,1500 SOUTH CAPITOL ST SE SPC MAIN,Washington, DC 20003,bens-chili-bowl-washington-2
NATIONALS STADIUM - Press Pantry,1500 SOUTH CAPITOL ST SE SPC PPEDR,Washington, DC 20003,warner-theatre-washington
PAN LOURDES BAKERY,5121 GEORGIA AVE NW,WASHINGTON, DC 20011,pan-lourdes-bakery-washington-2
NATIONALS STADIUM - Warehouse,1500 SOUTH CAPITOL ST SE SPC WH,Washington, DC 20003,bluejacket-washington
NEW YORK PIZZA,1401 PENNSYLVANIA AVE SE,Washington, DC 20003,new-york-pizza-washington-2
SHEPHERD MARKET,1247 SHEPHERD ST NW,Washington, DC 20011,the-coupe-washington
NAVY YARD METRO CENTER CAFÉ,80 M ST SE,Washington, DC 20003,navy-yard-metro-center-cafe-washington
NINNELLA (n),106 13TH ST SE,Washington, DC 20003,ninnella-washington-2
Oggi Hair Salon,404 8TH ST SE,WASHINGTON, DC 20003,the-sweet-lobby-washington
PAPA JOHN'S PIZZA,914 11th ST SE,WASHINGTON, DC 20003,papa-johns-pizza-washington-14
ONYX POOL,1100 1ST ST SE,WASHINGTON, DC 20003,onyx-on-first-washington
PENN AVE MARKET,1501 PENNSYLVANIA AVE SE,Washington, DC 20003,wisdom-washington
VERIZON CENTER -  STAND 110/110A,601 F ST NW,WASHINGTON, DC 20004,verizon-center-washington
PIZZAIOLE,1123 PENNSYLVANIA AVE SE,WASHINGTON, DC 20003,pizzaiole-washington
PEREGRINE ESPRESSO,666 PENNSLYVANIA AVE SE,Washington, DC 20003,peregrine-espresso-washington-2
PHO 14,4201 CONNECTCUT AVE NW,WASHINGTON, DC 20003,pho-14-washington-2
LE BON CAFE,210 2ND ST SE,Washington, DC 20003,le-bon-cafe-washington
PIZZARRO,467 Florida AVE NW,WASHINGTON, DC 20003,pizzarro-washington
SOUTHERN HOSPITALITY,1813 ADAMS MILL RD NW -,WASHINGTON, DC 20009,southern-hospitality-washington
POPEYE'S CHICKEN & BISCUITS,409 8th ST SE,WASHINGTON, DC 20003,popeyes-chicken-and-biscuits-washington-3
PORT CITY JAVA,701 NORTH CAROLINA AVE SE,Washington, DC 20003,port-city-java-washington
PSI FAMILY SERVICES KITCHEN,770 M ST SE,WASHINGTON, DC 20003,mccormick-and-schmicks-washington
