establishment_name,address,city,state_zip,yelp_id
COLD STONE CREAMERY,3508 CONNECTICUT AVE NW,Washington, DC 20008,baskin-robbins-washington-6
GWU-MK/FC THYME-3,METRO DINER,PESTO,SIMPLY TO  GO-,800 21ST ST NW,Washington, DC 20037,whole-foods-washington
SIZZLING EXPRESS,300 M ST SE,Washington, DC 20003,sizzling-express-vi-washington
THE ATLAS ROOM (n) (d),1015 H ST NE,Washington, DC 20005,the-atlas-room-washington
CAFE LA RUCHE,1039 31ST ST NW,Washington, DC 20007,café-la-ruche-washington-2
OMEGA (n),2123 TWINING CT NW,Washington, DC 20037,circa-at-dupont-washington-2
DAVE'S BROWN LIQUORS,4721 SHERIFF RD NE,Washington, DC 20019,atlas-arcade-washington
ROCK BAR,1426 L ST NW,Washington, DC 20005,josephine-washington
DEAL MIDDLE SCHOOL,3815 FORT DR NW,WASHINGTON, DC 20016,woodrow-wilson-aquatic-center-washington
SAFEWAY,1855 WISCONSIN AVE NW,Washington, DC 20007,safeway-washington-14
ORANGE SPOON,1255 23RD ST NW,WASHINGTON, DC 20037,orange-spoon-washington
RENAISSANCE WASHINGTON DC DUPONT CIRCLE HOTEL,1143 MASSACHUSETTS AVE NW,Washington, DC 20037,henley-park-hotel-washington
SHADOW ROOM,2131 K ST NW,WASHINGTON, DC 20037,shadowroom-washington
CORNER BAKERY CAFE,1801 H ST NW,Washington, DC 20006,corner-bakery-cafe-washington-6
JAVA LOBBY SHOP,1120 VERMONT AVE NW,Washington, DC 20005,starbucks-washington-30
ST GREGORY HOTEL M STREET BAR & GRILL,2350 M ST NW,Washington, DC 20037,meiwah-washington
STONEY'S ON L,2101 L ST NW,WASHINGTON, DC 20037,stoneys-on-l-washington
PROVISIONS ON THE DEMAND,620 MICHIGAN AVE NE,WASHINGTON, DC 20064,howard-theatre-washington
SWEETGREEN,2221 I ST NW,WASHINGTON, DC 20037,sweetgreen-washington-14
THE MELROSE HOTEL,2430 PENNSYLVANIA AVE NW,Washington, DC 20037,the-melrose-georgetown-washington
STEVEN'S SANDWICH SHOPPE,1250 I ST NW,Washington, DC 20005,stevens-sandwich-shoppe-washington
AU BON PAIN,1801 L ST NW,Washington, DC 20036,corner-bakery-cafe-washington
BAR CODE (n) (d) (s),1101 17TH ST NW,Washington, DC 20036,bar-cöde-washington-2
KAPNOS & G-N,1315 W ST NW,WASHINGTON, DC 20009,eatonville-washington
FIGS MEDITERRANEAN CAFE,4828 MACARTHUR BLVD NW,Washington, DC 20007,figs-lebanese-cafe-washington
SUBWAY,2861 ALABAMA AVE SE,Washington, DC 20020,subway-washington-57
DAHLAK (n),1771 U ST NW,WASHINGTON, DC 20009,dukem-ethiopian-restaurant-washington
MADDY'S BAR GRILLE,1726 CONNECTICUT AVE NW,Washington, DC 20009,maddys-bar-and-grille-washington-2
WHITE HOUSE MARKET DELI,1510 H ST NW,Washington, DC 20005,old-ebbitt-grill-washington
BRAVO - BRAVO,1001 CONNECTICUT AVE NW,Washington, DC 20036,bravo-bravo-washington
NEXT DOOR(n),1211 U ST NW,WASHINGTON, DC 20009,bens-next-door-washington
BUA RESTAURANT & BAR,1635 P ST NW,Washington, DC 20036,bua-thai-cuisine-washington
DRAFTING TABLE (n),1529 14th ST NW C,WASHINGTON, DC 20005,estadio-washington
JESSIE TAYLOR SEAFOOD - 10,1100 MAINE AVE SW,Washington, DC 20024,jessie-taylor-seafood-washington
COSI BREAKFAST LUNCH DINNER & CATERING,1001 PENNSYLVANIA AVE NW,Washington, DC 20036,cf-folks-restaurant-washington
CANAL CAFE,1055 THOMAS JEFFERSON ST NW,Washington, DC 20007,canal-café-washington-2
CREPE A WAY,2001 L ST NW,Washington, DC 20036,crepeaway-washington
WASHINGTON MIDDLE SCHOOL FOR GIRLS,1901 MISSISSIPPI ST SE,WASHINGTON, DC 20020,trustys-full-serve-bar-washington
EDGAR,1127 CONNECTICUT AVE NW,Washington, DC 20036,edgar-bar-and-kitchen-washington
GOURMET TOO,470 L'ENFANT PLZ SW,Washington, DC 20024,basil-thyme-washington
MISSION,1606 20TH ST NW,Washington, DC 20009,mission-washington
A-1 WINE AND LIQUORS,1420 K ST NW,Washington, DC 20005,a-1-wine-and-liquor-washington
AMERICA'S BEST WINGS,2863 ALABAMA AVE SE,Washington, DC 20020,americas-best-wings-washington-2
THE WASHINGTON MARRIOTT HOTEL - RESTAURANT,1221 22ND ST NW,Washington, DC 20037,atrium-restaurant-washington
EZME RESTAURANT & WINE BAR(n),2016 P ST NW STE 2,Washington, DC 20036,levantes-washington
JIMMY'S GRILL,1100 MAINE AVE SW,Washington, DC 20024,jimmys-grill-washington
DENNIE'S LIQUOR,5000 BENNING RD SE,Washington, DC 20019,jimmy-valentines-lonely-hearts-club-washington
ICEBERRY,3001 M ST NW,WASHINGTON, DC 20007,iceberry-washington
St. ELIZABETH'S HOSPITAL CAFETERIA,1100 ALABAMA AVE SE,WASHINGTON, DC 20020,arena-stage-washington-3
TSCHIFFELY PHARMACY,1145 19TH ST NW,Washington, DC 20038,the-works-cafe-washington
2ND CHANCE,2026 MARTIN LUTHER KING AVE AVE SE,WASHINGTON, DC 20020,bluejacket-washington
MEIWAH EXPRESS,1331 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,meiwah-express-washington
CAFE PARADISO,2649 CONNECTICUT AVE NW,Washington, DC 20006,cafe-paradiso-washington
Super Cuts,4561 WISCONSIN AVE NW,Washington, DC 20016,supercuts-washington-2
LYON BAKERY,135 R ST SW,WASHINGTON, DC 20024,lyon-bakery-washington-2
HOWARD UNIVERSITY BETHUNE CAFÉ,2225 4TH ST NW,Washington, DC 20059,busboys-and-poets-washington-3
SOHO CAFE & MARKET,529 14TH ST NW,Washington, DC 20005,the-shops-at-national-place-washington
CAFE PHILLIPS,1776 G ST NW,Washington, DC 20006,cafe-phillips-washington
PIE SISTERS OF GEORGETOWN,3423 M ST NW,WASHINGTON, DC 20007,pie-sisters-washington
CAFÉ SOLEIL,839 17TH ST NW,Washington, DC 20006,club-quarters-washington-washington
HYDE-ADDISON ELEMENTARY SCHOOL,3219 O ST NW,WASHINGTON, DC 20007,hitched-washington
BAGELS ETC,2122 P ST NW,Washington, DC 20037,bagels-etc-washington
DOLLAR PLUS FOOD,1443 Howard RD SE,WASHINGTON, DC 20020,big-chair-coffee-and-grill-washington
OYSTER-ADAMS BILINGUAL SCHOOL,2801 CALVERT ST NW,WASHINGTON, DC 20008,cleveland-house-apartments-washington-2
CVS/PHARMACY,1716 G ST NW,WASHINGTON, DC 20006,cvs-pharmacy-washington-45
AMC THEATERS GEORGETOWN,3111 K ST NW,Washington, DC 20007,maté-washington-3
CARIBOU COFFEE,1701 PENNSYLVANIA AVE NW,Washington, DC 20006,caribou-coffee-washington-6
JIN'S NEWS & NECESSITIES,1099 14TH ST NW,Washington, DC 20005,asian-bistro-cafe-silver-spring
FILTER COFFEEHOUSE & ESPRESSO BAR,1919 PENNSYLVANIA AVE NW,Washington, DC 20006,filter-coffeehouse-foggy-bottom-washington
FOUNDING FARMERS,1924 PENNSYLVANIA AVE NW,WASHINGTON, DC 20006,founding-farmers-washington
STARBUCKS,2302 WISCONSIN AVE NW,Washington, DC 20007,starbucks-washington-72
DUCCINI'S PIZZA,1778 U ST NW,Washington, DC 20009,duccinis-washington
LINCOLN RESTUARANT,1110 VERMONT AVE NW,Washington, DC 20005,lincoln-washington
A-1 GROCERY,615 DIVISION AVE NE,Washington, DC 20019,capital-city-market-washington
CHIX,1121 14TH ST NW,WASHINGTON, DC 20005,chix-washington-2
JETTIES,1921 I ST NW,WASHINGTON, DC 20006,jetties-downtown-washington
CALIFORNIA GRILL,1090 VERMONT AVE NW,Washington, DC 20005,california-grill-washington
LE PAIN QUOTIDIEN,800 17TH ST NW,WASHINGTON, DC 20006,le-pain-quotidien-washington-5
H & C NAIL SPA,2352 WISCONSIN AVE NW,WASHINGTON, DC 20007,polished-washington
RED TORQUE EXPRESS,1003 WISCONSIN AVE NW,Washington, DC 20007,sorak-garden-restaurant-annandale
QDOBA MEXICAN GRILL,3303 M ST NW,Washington, DC 20007,qdoba-mexican-grill-washington-2
CACTUS CANTINA RESTAURANT,3300 WISCONSIN AVE NW,Washington, DC 20016,cactus-cantina-washington
STARBUCKS,2109 M ST NW,WASHINGTON, DC 20037,starbucks-washington-42
PRIMI PIATTI,2013 I ST NW,Washington, DC 20006,primi-piatti-washington-2
GODIVA CHOCOLATIER,3242 M ST NW,Washington, DC 20007,godiva-chocolatier-washington
MAMMA I'S,1825 NW I ST NW,Washington, DC 20006,mamma-is-pizza-pasta-washington
MAI THAI,3251 Prospect ST NW,WASHINGTON, DC 20007,mai-thai-washington-3
HAMILTON SQUARE GRILL,600 14TH ST NW,Washington, DC 20005,the-hamilton-washington
State Department NEWSSTAND,320 21ST ST NW,Washington, DC 20052,union-station-washington
LAWSONS GRILL,901 NEW YORK AVE NW,Washington, DC 20005,franklin-grille-washington
SUBWAY,2927 MARTIN LUTHER KING JR AVE SE,WASHINGTON, DC 20032,subway-washington-94
MORRISON-CLARK INN RESTAURANT,1007 L ST NW,Washington, DC 20005,morrison-clark-hotel-washington
FREEDOM MARKET,1901 NEW HAMPSHIRE AVE NW,Washington, DC 20009,freedom-market-washington
WOK N ROLL,1801 Belmont RD NW,WASHINGTON, DC 20009,wok-and-roll-asian-bistro-washington
MARRIOTT WARDMAN PARK HOTEL / LOBBY / BAR,2660 WOODLEY RD NW,Washington, DC 20008,washington-marriott-wardman-park-washington-4
HAMPTON INN HOTEL (POOL),1729 H ST NW,WASHINGTON, DC 20006,hampton-inn-washington-4
HOWARD UNIVERSITY BOOKSTORE,2225 GEORGIA AVE NW,Washington, DC 20059,negril-eatery-washington
STONEY'S,1433 P ST NW,Washington, DC 20005,stoneys-bar-and-grill-washington
KABUKI SUSHI TERIYAKI,1300 PENNSYLVANIA AVE NW,WASHINGTON, DC 20004,sakura-matsuri-japanese-street-festival-washington
THE BROWN  BAG,1099 14TH ST NW,Washington, DC 20005,the-brown-bag-washington
WESTIN  HOTEL BANQUET KITCHEN,1400 M ST NW,Washington, DC 20005,the-westin-washington-d-c-city-center-washington-3
HAAGEN DAZS,3120 M ST NW,Washington, DC 20007,haagen-dazs-shop-washington-3
EASTERN MARKET GROCERY,225 7TH ST SE,Washington, DC 20003,canales-quality-meats-washington
1789 RESTAURANT,1224 36TH ST NW,Washington, DC 20007,1789-restaurant-washington-4
STARBUCKS COFFEE,1957 E ST NW,Washington, DC 20052,starbucks-washington-33
CAFÉ GALLERY,616 23RD ST NW,Washington, DC 20052,gallery-salad-bar-and-grill-washington
JOE'S SEAFOOD, PRIME STEAK & STONE CRAB,750 15TH ST NW,WASHINGTON, DC 20005,joes-seafood-prime-steak-and-stone-crab-washington
CUP'A CUP'A CAFE & ESPRESSO,600 NEW HAMPSHIRE AVE NW,Washington, DC 20007,watergate-pastry-washington
ZOUP,1101 VERMONT AVE NW,Washington, DC 20005,zoup-washington
ASIAN BISTRO RESTAURANT,1901 L ST NW,Washington, DC 20036,nooshi-washington
Eola Restaurant,2020 P ST NW,Washington, DC 20036,ezme-restaurant-and-wine-bar-washington
BANGKOK JOE'S,3000 K ST NW,Washington, DC 20007,bangkok-joes-washington
BAKED AND WIRED,1052 THOMAS JEFFERSON ST NW,Washington, DC 20007,baked-and-wired-washington
POTENZA WINE,731 15TH ST NW,Washington, DC 20005,recess-washington-2
BASIL THAI RESTAURANT,1608 WISCONSIN AVE NW,Washington, DC 20007,basil-thai-restaurant-washington
CITY BUFFET RESTAURANT,1101 14TH ST NW #104,Washington, DC 20005,city-buffet-restaurant-washington
BILLY'S MARTIN'S TAVERN,1264 WISCONSIN AVE NW,Washington, DC 20007,billy-martins-tavern-washington
PATISSERIE POUPON,1645 WISCONSIN AVE NW,Washington, DC 20007,patisserie-poupon-washington
Skin Beauty Lounge,404.5 8TH ST SE,WASHINGTON, DC 20003,skin-beauty-lounge-washington
FUSION (n),4815 GEORGIA AVE NW,WASHINGTON, DC 20011,hitching-post-washington
SUNRISE DELI,1220 L ST NW,Washington, DC 20005,sunrise-deli-washington-2
MURRY'S,2800 ALABAMA AVE SE,Washington, DC 20020,harris-teeter-washington-2
BLUE RIDGE,2340 WISCONSIN AVE NW,Washington, DC 20007,bourbon-washington
BODEGA'S,3116 M ST NW,Washington, DC 20007,bodega-washington
BLUES ALLEY(N),1069 WISCONSIN AVE NW,Washington, DC 20007,old-glory-washington
MICHAEL ANGELO'S PIZZA & SUBS,2404 MINNESOTA AVE SE,WASHINGTON, DC 20020,art-and-soul-washington-2
BREADSODA,2233 WISCONSIN AVE NW,Washington, DC 20007,breadsoda-washington
CAFÉ BONAPARTE,1522 WISCONSIN AVE NW,Washington, DC 20007,café-bonaparte-washington-2
W. MILLAR & CATERING,1335 14TH ST NW,Washington, DC 20005,w-millar-and-co-catering-washington
BOURBON (N),2348 WISCONSIN AVE NW,Washington, DC 20007,town-hall-washington-2
TJ'S GOURMET DELI,1400 L ST NW,Washington, DC 20005,tjs-gourmet-deli-washington
CAFE DIVAN,1832 WISCONSIN AVE NW,Washington, DC 20007,café-divan-washington-2
SAL'S CAFE,400 C ST SW,Washington, DC 20023,sals-cafe-washington
CHADWICKS,3205 K ST NW,Washington, DC 20007,chadwicks-washington
EL CENTRO D.F. (n),1819 14TH ST NW,WASHINGTON, DC 20009,masa-14-washington
Vendor-NO CHILD TURNED AWAY-10529,116 GALVESTON ST SW,WASHINGTON, DC 20032,ovo-cirque-du-soleil-oxon-hill
Revo Nail,1350 U ST NW,WASHINGTON, DC 20005,revo-nails-washington-3
CHIPOTLE MEXICAN GRILL,3255 M ST NW,Washington, DC 20007,chipotle-mexican-grill-washington
PIZZA HUT,2859 ALABAMA AVE SE,Washington, DC 20020,pizza-hut-washington-18
CHIPOTLE MEXICAN GRILL,2338 WISCONSIN AVE NW,Washington, DC 20007,surfside-washington
LIBRARY OF CONGRESS - I.L. CREATIONS CATERER,101 INDEPENDENCE AVE SE,WASHINGTON, DC 20540,sonoma-restaurant-and-wine-bar-washington
NEW YORK NEWS,1100 NEW YORK AVE NW,Washington, DC 20005,cure-bar-and-bistro-washington
7-ELEVEN,4443 BENNING RD NE,Washington, DC 20019,7-eleven-washington-24
DOLCEZZA CAFÉ,1560 WISCONSIN AVE NW,Washington, DC 20007,dolcezza-artisanal-gelato-washington-7
RAJAJI CURRY HOUSE,2603 CONNECTICUT AVE NW,Washington, DC 20008,rajaji-curry-house-washington
CONE E ISLAND,2000 PENNSYLVANIA AVE NW,Washington, DC 20007,cone-e-island-washington
DOLCEZZA GELATO,1560 WISCONSIN AVE NW,Washington, DC 20007,dolcezza-artisanal-gelato-washington-7
FORT DAVIS EXXON,3825 ALABAMA AVE SE,Washington, DC 20020,fort-davis-exxon-washington-2
BIER BARON HOTEL & TAVERN (N),1523 22ND ST NW,Washington, DC 20037,the-bier-baron-tavern-washington
PIZZA ITALIA,1917 F ST NW,Washington, DC 20006,pizza-italia-washington
ELLINGTON SCHOOL OF THE ARTS,3500 R ST NW,WASHINGTON, DC 20007,giant-adirondack-chair-washington
CAVA RESTAURANT,527 8TH ST SE,Washington, DC 20003,ambar-washington
DON LOBO'S MEXICAN GRILLE,2811 M ST NW,Washington, DC 20007,don-lobos-mexican-grill-washington-2
FARMERS FISHERS BAKERS,3000 K ST NW,Washington, DC 20007,farmers-fishers-bakers-washington
FIVE GUYS,1335 WISCONSIN AVE NW,Washington, DC 20007,five-guys-burgers-and-fries-washington-8
CORNER BAKERY CAFE,529 14TH ST NW,Washington, DC 20045,the-shops-at-national-place-washington
GEORGETOWN SHELL,1576 WISCONSIN AVE NW,Washington, DC 20007,georgetown-shell-washington
GLOVER PARK MARKET,2411 37th ST NW,Washington, DC 20007,glover-park-market-washington
POTBELLY SANDWICH WORKS,1445 K ST NW,Washington, DC 20005,potbelly-sandwich-shop-washington-4
MOBY DICK II HOUSE OF KABOB,1070 31ST ST NW,Washington, DC 20007,friends-kabob-washington
GOOD STUFF EATERY,3291 M ST NW,Washington, DC 20007,good-stuff-eatery-washington-2
DISTRICT GRILL,1201 K ST NW,Washington, DC 20005,district-grill-washington
SWEET FROG,1737 WISCONSIN AVE NW,WASHINGTON, DC 20007,sweet-frog-washington
LE PAIN QUOTIDIEN,2815 M ST NW,Washington, DC 20007,le-pain-quotidien-washington
JOHNNY'S DELI,601 PENNSYLVANIA AVE NW,Washington, DC 20004,johnnys-deli-washington
HERITAGE INDIA,2400 WISCONSIN AVE NW,Washington, DC 20007,malgudi-washington
HARMONY CAFE,3287.5 M ST NW BSMT,WASHINGTON, DC 20007,jinx-proof-tattoo-washington
HOUSE OF MACARONS,3222 M ST NW,Washington, DC 20007,j-pauls-washington
OLD GLORY,3139 M ST NW,Washington, DC 20007,old-glory-washington
EDDIE'S CARRYOUT,4019 SOUTH CAPITOL ST SW,WASHINGTON, DC 20032,eddie-leonard-carryout-washington-2
HOUSTON ELEMENTARY SCHOOL,1100 50TH ST NE,WASHINGTON, DC 20007,franklins-restaurant-brewery-and-general-store-hyattsville
ATRIUM CAFE,1050 CONNECTICUT AVE NW,Washington, DC 20036,mortons-the-steakhouse-washington-3
BURRITO BROTHERS INTERNATIONAL SQUARE,1825 I ST NW,Washington, DC 20007,dean-and-deluca-washington
ANACOSTIA SENIOR HIGH SCHOOL,1601 16th ST SE,WASHINGTON, DC 20020,nationals-park-washington
FAIRMONT HOTEL (CAFETERIA),2401 M ST NW,Washington, DC 20007,park-hyatt-washington-washington
KEY BRIDGE EXXON,3607 M ST NW,Washington, DC 20007,exorcist-stairs-washington
POINT CHAUD CAFE & CREPES,1100 NEW YORK AVE NW,Washington, DC 20005,bistro-d-oc-washington
DAILY GRILL,1310 WISCONSIN AVE NW,Washington, DC 20007,billy-martins-tavern-washington
CAPITOL CITY BREWING COMPANY,1100 NEW YORK AVE NW,Washington, DC 20005,capitol-city-brewing-company-washington-3
PATTERSON ELEMENTARY SCHOOL,4399 SOUTH CAPITOL TER SW,WASHINGTON, DC 20032,national-air-and-space-museum-washington-3
GEORGETOWN DINETTE,3206 O ST NW,Washington, DC 20007,georgetown-dinette-washington
SUBWAY SANDWICH & SALAD,3204 PENNSYLVANIA AVE SE,Washington, DC 20020,mangialardo-and-sons-washington
LE PETIT CORNER STORE,1643 34TH ST NW,Washington, DC 20007,le-petit-corner-store-washington
SHIPLEY LIQUORS,2281 SAVANNAH ST SE,Washington, DC 20020,libations-millersville-2
HILLCREST EXXON,3201 PENNSYLVANIA AVE SE,WASHINGTON, DC 20020,hillcrest-exxon-washington
POTBELLY SANDWICH WORKS,1240 MARYLAND AVE SW,Washington, DC 20024,potbelly-sandwich-shop-washington-14
EAGLE ACADEMY PUBLIC CHARTER SCHOOL,3400 WHEELER RD SE,WASHINGTON, DC 20032,mlk-deli-washington-2
NEW ORLEANS CAFE,2412 18TH ST NW,Washington, DC 20009,bardias-new-orleans-cafe-washington
Vendor-Charles FORD-10724,1582 LEEDS CASTLE DR,VIENNA, VA 22182,greensboro-corporate-cafe-mc-lean
STARBUCKS,2400 M ST NW,Washington, DC 20037,starbucks-coffee-washington-50
T n N Nails,3847 PENNSYLVANIA AVE SE,WASHINGTON, DC 20020,rock-and-roll-hotel-washington-2
AFGAN GRILL,2309 CALVERT ST NW,Washington, DC 20008,afghan-grill-washington
OLD EUROPE,2434 WISCONSIN AVE NW,Washington, DC 20007,old-europe-washington
FRANKLIN GRILLE,1200 K ST NW,Washington, DC 20005,franklin-grille-washington
AFTER PEACOCK ROOM,2622 P ST NW,WASHINGTON, DC 20007,after-peacock-room-washington
J PAULS,3218 M ST NW,WASHINGTON, DC 20007,j-pauls-washington
PEACOCK CAFÉ,3251 PROSPECT ST NW,WASHINGTON, DC 20007,mai-thai-washington-3
FRIENDSHIP TERRACE RETIREMENT COMMUNITY,4201 Butterworth PL NW,WASHINGTON, DC 20003,lias-chevy-chase
PANERA BREAD,3100 14TH ST NW STE 104,WASHINGTON, DC 20009,tryst-washington
STARBUCKS,4513 WISCONSIN AVE NW,Washington, DC 20007,starbucks-washington-40
CATHOLIC UNIV - LAW SCHOOL CAFE,3600 JOHN McCORMACK RD NE,WASHINGTON, DC 20064,georgetown-washington-2
PHO  VIET  &  GRILLE,1639 WISCONSIN AVE NW,WASHINGTON, DC 20007,pho-viet-and-grille-washington
7-ELEVEN 22689C,1927 RHODE ISLAND AVE NE,Washington, DC 20018,carls-foods-washington-2
PINSTRIPES BOWLING ALLEY,3222 M ST NW,Washington, DC 20007,pinstripes-washington
ROCKLANDS BARBEQUE AND GRILLING COMPANY,2418 WISCONSIN AVE NW,Washington, DC 20007,rocklands-washington
PURO CAFE,1529 Wisconsin AVE NW,WASHINGTON, DC 20007,café-bonaparte-washington-2
SHIPLEY SUPERMARKET,2283 SAVANNAH ST SE,Washington, DC 20020,coal-fire-restaurant-ellicott-city-2
SHOPPE 400,400 VIRGINIA AVE SW,Washington, DC 20024,the-spa-at-mandarin-oriental-washington-dc-washington
CAMELOT,1823 M ST NW,Washington, DC 20036,camelot-show-bar-washington-2
ANACOSTIA MARKET,1303 GOOD HOPE RD SE,Washington, DC 20019,big-chair-coffee-and-grill-washington
SAXBY'S COFFEE,3500 O ST NW,Washington, DC 20007,saxbys-coffee-washington-2
TONY HAIR FASHION,1760 COLUMBIA RD NW UNIT 1,WASHINGTON, DC 20008,2-amys-washington
SUBWAY,1100 NEW YORK AVE NW,Washington, DC 20005,subway-washington-24
GARRISON ELEMENTARY SCHOOL,1200 S ST NW,WASHINGTON, DC 20009,garrison-elementary-school-playground-washington
WHOLE FOODS MARKET,1440 P ST NW,Washington, DC 20005,whole-foods-market-washington-3
SCHOOL WITHOUT WALLS @ FRANCIS-STEVENS,2425 N ST NW,WASHINGTON, DC 20007,bridge-street-books-washington
SEA CATCH,1054 31ST ST NW,Washington, DC 20007,sea-catch-restaurant-washington
DUMBARTON OAKS,1703 32ND ST NW,Washington, DC 20007,dumbarton-oaks-washington
FAIRMONT HOTEL (MAIN KITCHEN/BANQUET KITCHEN),2401 M ST NW,Washington, DC 20037,juniper-washington-3
STARBUCKS,775 12TH ST NW,Washington, DC 20005,starbucks-washington-59
SAN MIGUEL SCHOOL,7705 GEORGIA AVE NW,WASHINGTON, DC 20012,el-rinconcito-ii-washington
THE MADISON HOTEL,1177 15TH ST NW,Washington, DC 20005,loews-madison-washington
Avenue Day Spa,2125 RHODE ISLAND AVE NE,WASHINGTON, DC 20018,natural-shapes-washington
SHERATON FOUR POINT POOL,1201 K ST NW,Washington, DC 20007,four-points-by-sheraton-washington-d-c-downtown-washington-2
SERENDIPITY 3,3150 M ST NW,Washington, DC 20007,serendipity-3-washington
SEASON CULINARY SERVICES,3000 K ST NW,Washington, DC 20007,sequoia-washington-2
7-ELEVEN,1400 RHODE ISLAND AVE NW,Washington, DC 20005,7-eleven-washington-4
CAFE SORRISO,2311 CALVERT ST NW,Washington, DC 20008,café-sorriso-e-gelateria-washington-2
SHOPHOUSE SOUTHEAST ASIAN KITCHEN,2805 M ST NW,Washington, DC 20007,shophouse-southeast-asian-kitchen-washington
SNAP AND FETTUCINE,1062 THOMAS JEFFERSON ST NW,Washington, DC 20007,filomena-ristorante-washington
HOT SHOTZ,110 IRVING ST NW,Washington, DC 20009,nike-womens-dc-half-marathon-washington
STARBUCKS,1734 L ST NW,Washington, DC 20007,starbucks-washington-79
CAFE OLD  TOWN-EASTERN MARKET,751 8TH ST SE,Washington, DC 20003,tash-washington
JESSIE TAYLOR SEAFOOD - 11,1100 MAINE AVE SW,Washington, DC 20024,maine-avenue-fish-market-washington
DC WATER CAFE,5000 OVERLOOK AVE SW,Washington, DC 20032,navy-lodge-washington
SUSHI KO (n),2309 WISCONSIN AVE NW,Washington, DC 20007,breadsoda-washington
SWEETGREEN,3333 M ST NW,Washington, DC 20007,sweetgreen-washington
7-ELEVEN  25767B/1403,1101 SOUTH CAPITOL ST SW,Washington, DC 20024,7-eleven-washington-27
RASIKA,633 D ST NW,Washington, DC 20004,rasika-washington
SENBEB CAFE,6224 3RD ST NW,WASHINGTON, DC 20050,senbeb-cafe-washington
Vendor-MOONLYTE CUISINE-10721,2557 ELVANS RD SE APT 303,WASHINGTON, DC 20020,snallygaster-dc-washington
SWEETGREEN GLOVER PARK,2200 WISCONSIN AVE NW,WASHINGTON, DC 20007,sweetgreen-washington-12
THE RITZ-CARLTON GEORGETOWN,3100 SOUTH ST NW,Washington, DC 20007,the-ritz-carlton-georgetown-boutique-spa-washington
THE GRAHAM & A.G.B.,1075 THOMAS JEFFERSON ST NW,WASHINGTON, DC 20007,the-observatory-rooftop-bar-and-lounge-the-graham-hotel-washington
BOQUERIA,1837 M ST NW,Washington, DC 20036,boqueria-washington
THE GEORGETOWN SALON,3212 Q ST NW,WASHINGTON, DC 20007,david-rios-salon-and-spa-washington
CORNER MARKET,1449 HOWARD RD SE,Washington, DC 20020,bluejacket-washington
TOWN HALL,2340 WISCONSIN AVE NW,Washington, DC 20007,town-hall-washington-2
THOMAS SWEET,3214 P ST NW,Washington, DC 20007,thomas-sweet-washington
FRIENDS KABOB,1195 20TH ST NW,Washington, DC 20036,friends-kabob-washington
TOWNE WINE & LIQUOR,1326 WISCONSIN AVE NW,Washington, DC 20007,town-wine-and-liquors-washington
FILOMENA RISTORANTE,1063 WISCONSIN AVE NW,Washington, DC 20007,filomena-ristorante-washington
GEORGETOWN UNIVERSITY HOSPITAL MAIN KIT,3800 RESERVOIR RD NW,Washington, DC 20057,los-cuates-washington
ITALIAN PIZZA KITCHEN,1110 U ST NW,Washington, DC 20009,italian-kitchen-on-u-washington-3
WISCONSIN AVE SHELL GAS STATION,4900 WISCONSIN AVE NW,WASHINGTON, DC 20007,blue-44-restaurant-and-bar-washington
WISEY'S DELI,1440 WISCONSIN AVE NW,Washington, DC 20007,wiseys-washington
Z BURGER,2414 Wisconsin AVE NW,WASHINGTON, DC 20007,z-burger-washington-2
7-ELEVEN,4221 CONNECTICUT AVE NW,Washington, DC 20008,7-eleven-washington-22
Vendor-TIN HEAVEN-10698,3670 CAMDEN ST SE,WASHINGTON, DC 20020,the-yards-park-washington
NEW METRO CAFÉ,1400 16TH ST NW,Washington, DC 20016,topaz-hotel-a-kimpton-hotel-washington
AIR & SPACE MUSEUM STAFF CAFE,601 INDEPENDENCE AVE SW,WASHINGTON, DC 20008,national-air-and-space-museum-washington-3
L Street Hair Station,1400 L ST NW,Washington, DC 20005,the-hair-company-washington
GYPSY SALLY'S,3401 WATER ST NW,WASHINGTON, DC 20007,gypsy-sallys-washington
BOOEYMONGER RESTAURANT,3265 PROSPECT ST NW,Washington, DC 20007,booeymonger-restaurant-washington
NATIONAL ACADEMY OF SCIENCES,2101 CONSTITUTION AVE NW,WASHINGTON, DC 20004,national-academy-of-sciences-washington
LAS PLACITAS RESTAURANT,517 8TH ST SE,Washington, DC 20003,matchbox-capitol-hill-washington
A.M. BRIGGS,2130 QUEENS CHAPEL RD NE,Washington, DC 20018,bens-chili-bowl-washington
GALLERY MARKET,616 23RD ST NW,Washington, DC 20052,gallery-salad-bar-and-grill-washington
BENNING ROAD SHELL,3355 BENNING RD NE,Washington, DC 20019,megabus-washington
ARDEO + BARDEO (n),3311 CONNECTICUT AVE NW,WASHINGTON, DC 20008,cleveland-park-bar-and-grill-washington-2
LINCOLN THEATER,1215 U ST NW,Washington, DC 20009,lincoln-theatre-washington
PIZZOLI'S,1418 12TH ST NW,WASHINGTON, DC 20009,pizzolis-pizzeria-washington
STARBUCKS,3122 M ST NW,Washington, DC 20007,starbucks-coffee-washington-64
SHEPHERD ELEMENTARY SCHOOL,7800 14th ST NW,WASHINGTON, DC 20012,shepherd-park-washington
